0  -4.98502 0.00986938
0.1  -5.19065 0.00713874
0.2  -5.32598 0.0050834
0.3  -5.39472 0.00288593
0.4  -5.39708 0.00204225
0.5  -5.34489 0.00371094
0.6  -5.24234 0.00644799
0.7  -5.10939 0.0093538
0.8  -4.92635 0.0121807
0.9  -4.70314 0.0152286
1  -4.47611 0.0180432
